timestamp,latitude,longitude
2026-02-19 03:00:11,27.2998,-5.8785
2026-02-19 03:00:13,27.3693,-5.8084
2026-02-19 03:00:15,27.4619,-5.7147
2026-02-19 03:00:17,27.5545,-5.6209
2026-02-19 03:00:18,27.6239,-5.5504
2026-02-19 03:00:20,27.7163,-5.4562
2026-02-19 03:00:22,27.7855,-5.3855
2026-02-19 03:00:23,27.8548,-5.3147
2026-02-19 03:00:25,27.9470,-5.2201
2026-02-19 03:00:27,28.0161,-5.1491
